transaction_amount,income,device_fraud_count,account_age_days,transaction_hour,is_foreign_ip,month,fraud_bool
38.86,116118.48328493469,0,552,12,0,4,0
374.34,59521.97528404473,1,1059,11,0,1,0
215.64,66945.05791374082,0,2723,20,0,10,0
26.67,71612.90699326705,0,1509,9,0,4,0
149.66,75480.85333647391,0,2381,22,0,11,0
78.99,51177.60703065876,1,2078,7,0,3,0
40.11,75487.90195597129,0,955,14,0,2,0
297.88,122267.24835251382,1,1598,8,0,2,0
52.93,37685.796935801336,0,764,8,0,4,0
408.25,101433.46527843646,0,1545,18,0,3,0
282.75,61812.77322803992,1,475,6,0,12,0
1073.69,66169.08822276327,5,33,1,1,8,1
153.41,32654.273841857,0,1635,8,0,10,0
82.29,96707.02125200689,0,686,22,0,11,0
1402.52,123152.80356277409,0,842,11,0,11,0
135.61,54346.6193841505,1,3140,12,0,2,0
39.92,47605.178832805,1,140,16,0,1,0
301.55,89236.8352968946,0,1808,19,0,9,0
233.57,50283.979703359626,0,2241,11,0,8,0
28.63,93267.09439717302,0,1268,17,0,8,0
23238.11,10000.0,4,8,23,1,9,1
47.18,68377.80484464468,0,2786,11,0,10,0
69.66,85671.78991831448,1,532,11,0,4,0
52.86,107080.64655033055,1,3498,11,0,11,0
59.69,58250.474733173556,0,784,7,0,10,0
1154.81,55645.664657908754,1,3567,15,0,11,0
44.92,66859.82433794488,0,758,16,0,4,0
112.9,130984.38889224533,0,1520,21,0,10,0
909.11,84394.75119957785,1,3521,12,0,6,0
614.59,88338.96630661134,0,3234,19,0,8,0
217.07,77888.8840705759,0,560,10,0,7,0
288.36,45308.800539755845,1,2320,11,0,10,0
259.31,58520.52355640566,0,2650,11,0,9,0
986.19,94892.4197622682,1,3329,9,0,12,1
284.78,71022.81883530748,1,2854,18,0,6,0
188.65,73037.07404852398,0,205,21,0,2,0
10.82,13962.281621359798,0,1452,8,0,9,0
1209.97,74403.07999744202,1,2892,22,0,2,0
181.41,54833.42836021873,0,181,7,0,1,0
315.7,77034.78004422114,0,907,13,0,11,0
225.94,71752.81528504638,2,1320,20,0,2,1
84.61,62121.54589827366,2,3003,19,0,11,0
388.74,88230.71072463275,0,3436,10,0,1,0
12.98,73066.26592939733,0,3066,22,0,1,0
70.99,72940.24841848947,1,3553,22,0,12,0
422.99,76718.36964198157,2,2506,11,0,11,1
463.33,34769.10702819626,3,48,5,1,1,1
894.33,87829.689109553,1,2135,19,0,2,0
1308.14,62619.78101144609,1,1649,20,0,2,0
441.61,60754.9933477903,0,1818,19,0,5,0
640.46,87061.4795319628,1,3637,8,0,12,0
264.79,73049.16919732904,0,1474,12,0,1,0
582.45,103508.07267650004,3,873,7,0,8,1
252.74,94400.05800916834,0,204,21,0,10,0
76.92,97936.48399821128,0,3475,10,0,5,0
175.24,76613.39132649102,1,3574,18,0,8,0
143.11,92257.34829397601,0,957,8,0,11,0
143.75,123022.82412643405,0,3584,17,0,8,0
468.46,109046.32929875118,0,2433,14,0,3,0
100.0,105973.03308749372,1,2457,12,0,8,0
168.14,15239.692433197444,1,3533,6,0,10,0
448.94,83463.87898804099,1,980,19,0,2,0
325.32,44096.130678598856,1,2383,18,0,3,0
130.23,68077.41949398602,1,3597,14,0,3,0
1653.1,98208.56712403757,1,108,20,0,4,0
212.91,92032.82334280692,1,3281,15,0,11,0
387.94,93419.1663934662,1,1648,10,0,9,0
206.19,104632.20398287129,0,2663,9,0,12,0
132.34,73685.77261054797,0,2109,13,0,8,0
51.17,57624.980185045024,0,2448,21,0,10,0
780.61,82790.76288199655,0,3514,10,0,3,0
150.83,46036.23481588541,1,159,19,0,4,0
205.85,69855.95215608302,0,951,13,0,2,0
70.35,24217.332748797904,0,2035,13,0,1,0
153.4,70235.75626940718,1,2505,21,0,7,0
160.16,103586.8794295521,2,3402,8,0,8,1
305.29,43702.14230304373,2,1672,21,0,11,1
684.23,81654.12263517105,0,1972,16,0,3,0
200.85,56108.01378682322,3,2557,14,0,12,1
1228.12,50015.082508148174,0,452,7,0,5,0
182.02,62928.05444431163,0,2771,14,0,11,0
9581.2,48406.99168011747,4,37,1,0,7,1
1185.99,58537.13009998822,1,1495,20,0,12,0
48.37,33130.76998938404,1,2427,21,0,8,0
196.38,61222.37043714562,0,1030,20,0,7,0
31.67,93882.77628712772,1,1740,12,0,4,1
200.33,76626.84564122667,0,2742,15,0,3,0
782.13,104108.01508168958,1,1999,11,0,10,0
4022.86,10000.0,4,45,0,1,5,1
7979.19,27093.737081541498,5,25,23,0,12,1
537.17,51376.23097959462,0,2480,15,0,10,0
470.74,50995.090631771134,0,1538,11,0,7,0
74.27,66346.53657461477,0,3271,14,0,10,0
310.06,118866.85421844531,1,1828,20,0,11,0
4840.44,10000.0,1,36,4,0,3,1
43.32,81575.03338902543,0,233,11,0,6,0
153.48,93116.77160692248,1,1551,17,0,12,0
541.32,66562.43307069888,1,2756,19,0,4,0
45.88,75030.65899373438,2,2588,22,0,10,0
119.72,56746.2203141842,0,2341,6,0,12,0
229.46,91468.86822013375,1,1703,8,0,12,0
523.81,51902.77853947057,0,3075,6,0,4,0
341.97,58352.3276942913,0,843,14,0,6,0
85.42,56141.0047871821,0,1299,17,0,8,0
53.86,76342.09122128598,0,1593,16,0,11,0
64.77,77826.18598792558,2,623,16,0,5,0
98.25,77404.64219390386,0,3423,12,0,6,0
3159.85,88722.1599477879,2,41,23,1,2,1
368.25,52478.906018720656,0,153,18,0,1,0
563.82,115373.39247520387,0,3501,14,0,6,0
99.86,101909.61240147655,2,174,14,0,12,0
206.16,58055.67694703868,0,2098,7,0,8,0
304.87,85557.44228429213,0,797,17,0,12,0
128.45,97704.25679950778,0,3567,20,0,12,0
203.41,83638.1995875141,1,2269,15,0,11,0
181.35,91948.50540208147,0,1230,12,0,10,0
183.36,74530.93540250137,0,1761,13,0,5,0
737.05,60232.22949894387,1,2663,13,0,3,1
300.9,81527.07358783837,0,821,6,0,2,0
498.89,53270.27109225745,1,1007,16,0,12,0
111.97,64691.86075941068,0,1018,8,0,12,0
199.51,90242.58045843628,0,2590,22,0,3,0
307.35,84578.45506946243,0,1890,11,0,6,0
88.89,58633.368031166756,0,914,18,0,9,0
23.5,63254.47772872594,0,815,6,0,11,0
243.08,17930.007338145027,0,3280,18,0,8,0
343.18,69511.10598615304,1,1498,7,0,10,0
236.19,91066.64562548258,0,207,11,0,2,0
861.9,35826.882491627766,0,1272,6,0,2,0
91.25,89811.22956792326,0,913,13,0,10,0
205.91,81899.24775804859,0,1622,18,0,2,0
412.48,19782.104603652435,0,440,11,1,8,0
34.94,81641.23564345686,0,2397,10,0,9,0
896.17,71046.64313623676,0,963,7,0,5,0
27.72,63904.14508438318,0,1560,18,0,12,0
1388.97,76044.39255473996,0,2549,15,0,7,0
18089.09,80335.34242043777,3,17,1,1,5,1
160.83,73231.77026970657,1,2885,15,0,2,0
179.47,107145.24604896738,0,2426,11,0,4,0
143.13,112715.67557286067,0,329,21,0,4,0
1244.14,10000.0,6,31,3,1,8,1
1227.96,96264.00957705747,1,9,4,1,11,1
156.67,122838.50690439454,0,1979,17,0,11,0
390.13,64534.76516755395,0,1688,8,0,10,0
86.94,91741.51274627811,0,1808,20,0,9,0
853.27,67529.00367916582,1,878,20,0,3,0
52.82,100716.88113818507,1,1996,18,0,5,0
39.43,24776.62817549306,0,2971,21,0,10,0
425.0,76143.05780417283,1,1371,10,0,12,0
227.36,55672.73236777088,0,1639,20,0,3,0
324.07,24562.20335453173,0,2947,6,0,6,0
125.77,82617.80345206504,0,3084,15,0,6,0
1591.13,51683.531526802544,0,2403,22,0,7,0
28.03,103861.69915179707,1,1361,13,0,7,0
543.77,36656.185045184015,0,409,22,0,5,0
778.39,99133.2395884092,0,3554,18,0,1,0
344.72,53202.41778870989,0,1291,12,0,5,0
165.23,36801.82892306803,1,131,13,0,7,0
814.4,56367.681907399005,3,1223,15,0,1,1
139.53,67304.59677912312,2,2033,19,0,7,1
131.62,52497.468884075264,0,3625,20,0,5,0
168.54,40006.60028170665,0,1212,12,0,6,0
329.06,72829.00177752922,0,2748,17,0,9,0
347.71,78281.96704724667,0,2751,22,0,6,0
10.91,41412.41530042575,1,1506,12,0,1,0
107.04,101374.66423869811,1,1093,22,0,9,0
41.16,31919.667464832666,1,502,22,0,10,0
88.84,39492.270154334314,1,2243,9,0,2,0
70.29,18052.033665129158,1,2033,17,0,2,0
11.22,74280.84498480421,1,1184,19,0,7,0
676.5,97469.46200789374,1,2024,20,0,4,0
184.53,99090.40711992112,0,1902,14,0,9,0
100.28,89054.12423836041,0,2725,18,0,6,0
169.27,54017.82261695529,0,197,8,0,3,0
260.5,87329.45224902645,0,3520,10,0,10,0
244.9,78773.10257925399,1,181,18,0,11,0
243.06,34136.68859866624,1,656,8,0,6,0
205.97,21006.54859348022,1,3162,19,1,10,1
283.62,108000.52583018423,1,1615,14,0,7,0
284.37,83991.18429937403,0,1768,9,0,10,0
195.22,12992.684897804356,1,786,7,0,6,0
116.32,49989.951645910114,1,1479,11,0,3,0
223.51,76792.01466961931,0,2726,15,0,11,0
34.63,71517.47486702826,0,1078,17,0,11,0
210.45,48651.07081012199,0,311,10,0,11,0
414.94,47081.82034329073,4,2250,13,0,1,1
246.73,100347.83258245897,0,3172,21,0,3,0
425.19,69704.1475463479,0,1513,7,0,9,0
412.59,79613.24135709624,1,3412,19,0,7,0
213.04,55723.68849502132,0,2183,9,0,1,0
402.84,48921.20184041449,1,2980,18,0,3,0
100.22,61617.88170016845,1,462,15,0,1,0
224.15,20964.600790781347,1,552,6,0,2,0
305.24,84806.77808040634,1,3230,9,0,10,0
759.15,70533.84750052718,0,416,12,0,12,0
82.05,63718.724232052904,0,1897,19,0,6,0
975.69,50243.19830458507,0,1982,21,0,10,0
4523.87,29001.451696469285,2,45,5,0,2,1
123.32,72869.39144411996,0,3034,14,0,12,0
150.41,117537.34722434069,0,2675,6,0,5,0
449.16,111055.38798299654,0,1921,12,0,1,0
441.89,39568.56886819988,1,471,15,0,10,0
295.02,45492.61051442088,5,34,1,1,4,1
155.33,55103.496621208906,1,91,6,0,12,0
462.91,68394.09217895012,0,324,6,0,7,0
175.27,86493.67114655381,1,1855,15,0,5,0
125.03,76008.2792474716,2,1625,17,0,6,0
176.21,69804.52059270107,0,825,7,0,2,0
183.67,65157.657555174315,1,1050,10,0,5,0
402.32,37967.625386659296,1,3346,20,0,11,0
68.12,58944.087974091584,1,1767,16,0,3,0
158.25,70748.98667169857,1,3158,13,0,8,0
163.5,124896.40335322011,0,3202,9,0,12,0
712.77,100037.0798739066,0,3043,21,0,9,0
75.32,75375.84504184175,0,3356,6,0,12,0
44.55,68208.18932458031,1,1348,17,0,4,0
162.31,68961.21452980409,0,3574,6,0,7,0
423.62,85905.79510970728,0,1646,19,0,5,0
77.29,50954.598460635694,1,1006,16,0,6,0
418.66,79370.09565323098,1,1439,16,0,5,0
133.48,81535.18706728377,0,2490,18,0,10,0
17.56,75388.86082980895,3,1179,6,0,2,1
354.85,109202.38721364731,0,3593,15,0,3,0
1119.25,45907.44928208615,0,2696,6,0,8,0
220.44,40487.15800583658,2,2823,11,1,10,1
114.97,93515.220881911,0,428,13,0,11,0
106.18,39238.472100330946,0,2923,15,0,2,0
83.35,116863.37620465952,3,1679,12,0,4,1
95.7,80233.61816600116,1,1838,12,0,6,0
43.57,79538.46046827633,0,500,19,0,4,0
797.48,83096.14516373727,1,817,10,0,6,0
62.06,90869.25881225466,0,730,10,0,7,1
3917.7,29877.531937494838,2,9,1,1,2,1
48.26,70681.40837703084,0,2239,20,0,6,0
113.72,83992.5686969052,0,2169,9,0,2,0
183.95,82763.21671030132,0,1745,20,0,6,0
2219.85,56139.84065447911,1,417,21,0,7,0
148.76,54121.79256155774,0,1494,10,0,1,0
86.14,55170.81151491972,0,462,9,0,7,0
107.86,94248.00099278142,1,3231,20,0,12,0
112.8,82620.673795588,2,3233,11,0,10,0
353.63,93153.90801906917,2,3263,15,0,12,1
319.34,124439.34594009217,1,2147,20,0,7,0
299.68,25318.386957817638,1,3044,11,0,6,0
90.71,86834.49697551459,1,2597,22,0,5,0
303.81,86878.80648518584,2,3435,8,0,1,1
224.14,81416.94124528112,0,143,20,0,5,0
4374.71,30983.499300991527,3,19,0,1,12,1
89.84,97185.31757359253,1,539,10,0,7,0
270.71,52795.75711322497,0,1441,8,0,6,0
453.26,44141.70767603036,0,1584,10,0,6,0
178.0,91215.1930022474,0,1599,9,0,10,0
192.57,93221.20680958073,0,506,13,0,6,0
302.31,80947.3900706654,0,584,17,0,9,0
268.26,49574.54303106577,0,2189,14,0,11,0
344.15,108362.53947547762,0,1698,11,0,6,0
47.75,87408.6034749077,0,743,20,0,8,0
250.1,88321.86049156924,0,2211,19,0,8,0
105.09,105941.33898820012,1,2446,21,0,3,0
324.95,104641.61827437916,0,799,19,0,5,0
395.13,93093.06195034109,0,779,12,0,2,0
227.4,42067.2931481517,0,1399,17,0,6,0
537.05,51063.991793278314,1,1532,13,0,10,0
62.84,40521.05152228785,0,3089,19,0,8,0
98.03,58362.598551825926,1,2121,15,0,1,0
256.9,72224.90333538843,0,1268,13,0,9,0
52.95,126208.66773598193,0,2663,18,0,8,0
408.21,69201.91921900849,0,1427,16,0,8,0
235.74,65894.70672769294,0,454,12,0,11,0
451.02,54383.310157821026,1,2456,13,0,8,0
247.19,53436.68357174948,0,725,14,0,10,0
543.19,58541.65278027353,0,1984,8,0,5,0
164.76,69498.81391727667,0,970,7,0,11,0
342.53,37971.299067595624,0,861,13,0,12,0
50.84,95913.10822145172,0,1879,18,0,5,0
66.07,63907.39643103187,2,372,7,0,10,0
210.4,44193.43487201512,0,375,14,0,7,0
182.01,79675.47299032804,1,2743,12,0,10,0
105.75,62472.41691898154,1,1287,6,0,3,0
253.55,73644.75225240168,1,2310,22,0,2,0
208.54,72047.36747504183,0,389,10,0,10,0
37.43,43396.942019149115,0,860,7,0,6,0
1342.72,62726.92145645923,1,811,10,0,3,0
27585.15,97377.72628520115,4,14,1,1,9,1
42.65,102729.94610403373,0,1494,22,0,10,0
6713.11,49501.71146514181,8,10,23,0,6,1
320.56,78641.8539087249,0,2810,15,0,11,0
717.42,79417.54884312832,0,2360,17,0,3,0
217.64,73974.80635140435,0,2620,22,0,1,0
256.11,63864.79316310603,1,895,20,1,5,1
39.68,55552.94563369405,0,1168,22,1,10,0
257.87,70234.0693900446,0,2663,16,0,3,0
182.47,89605.68470713342,0,1823,17,0,4,0
98.81,70109.02312052234,0,3424,20,0,10,0
11.93,75408.16701025536,1,3262,6,0,7,0
542.44,19647.848635532646,3,166,13,0,4,1
206.62,78603.53716421095,1,1035,7,0,7,0
828.99,36354.28372777127,0,2406,16,0,10,0
150.5,59102.12917560702,1,198,7,0,2,0
343.18,76780.79576514315,0,3636,13,1,6,0
1183.36,65334.04199738322,2,2096,9,0,11,1
307.56,87002.75591648633,2,2649,20,0,2,1
87.95,92089.9995303153,0,1863,22,0,11,0
126.01,76416.25543923657,0,534,8,0,7,0
413.98,57559.697940717655,0,731,13,0,7,0
113.54,68233.6472077572,0,146,11,0,1,0
93.75,42646.00240703796,0,1574,16,0,8,0
106.7,40368.23584459781,0,855,16,0,1,0
199.86,12509.849390508156,0,2359,16,0,4,0
207.86,122488.17640279705,0,2671,10,0,12,0
86.94,62988.199036748636,0,1673,21,0,7,0
288.67,101031.42061246544,1,2880,19,0,4,0
168.14,77791.96889181486,0,2978,7,0,8,0
88.9,102244.45658379959,0,3640,10,0,4,0
51.17,55083.192989400806,1,3394,10,0,8,1
120.39,50520.715498746664,0,91,7,0,6,0
45.87,47780.13080364256,0,113,10,0,11,0
133.92,69446.46263465752,0,919,21,0,3,0
104.27,58362.287902425305,0,1537,11,0,11,0
146.81,39824.1705448884,0,1285,9,0,8,0
197.49,67991.96713122235,0,303,8,0,3,0
3222.1,75254.45134824948,5,2,4,1,3,1
100.29,51716.02815946901,0,1714,8,0,3,0
45.53,62367.65428289905,2,1844,9,0,1,0
425.39,78330.1890194219,0,1542,7,0,4,0
5694.97,47776.32913066623,7,4,3,1,9,1
334.11,91981.87669449819,0,1747,12,1,6,0
169.81,36152.18679797319,3,711,15,0,2,1
307.09,67737.85641135175,0,160,13,0,6,0
104.02,81205.59972805354,1,811,12,1,12,1
398.36,52227.040162844576,0,1609,16,0,12,0
7964.97,10000.0,2,31,2,1,5,1
153.82,52927.787941714225,0,3422,18,0,3,0
183.52,81234.19729286798,0,882,22,0,2,0
50.6,51276.72998078285,1,1821,6,0,7,0
230.01,74492.50505051378,1,897,20,1,5,1
610.24,123982.35336585302,1,3322,20,0,12,0
186.84,30733.425646820164,1,510,15,0,8,0
152.64,48052.94012996063,0,349,18,0,1,0
115.27,73225.05381030448,0,3016,6,0,10,0
51.49,66584.9556263792,1,1084,16,0,4,0
158.7,85919.69969219007,1,2296,9,0,7,0
206.11,66935.17996433133,2,18,5,1,2,1
2071.74,93563.67680311689,1,2376,15,0,7,0
145.21,104890.01513753408,3,2502,18,0,5,1
192.69,77772.85051156094,0,2549,10,0,12,0
242.97,47318.608359002144,0,3507,18,0,7,0
84.84,130536.85276936507,0,2646,17,0,10,0
251.82,39748.77468204092,1,1877,17,0,12,0
94.18,100365.361303704,1,1465,11,0,4,0
456.79,84857.67890713815,1,1547,16,0,12,0
172.62,64800.74056250799,0,1418,6,0,7,0
99.2,88973.68290613027,0,2051,16,0,5,0
76.62,32566.61073634184,0,266,11,0,2,0
302.97,72519.34032451127,0,104,14,0,3,0
217.63,80445.33933261422,1,3218,18,0,4,0
274.35,81876.73318664292,2,1306,21,0,2,1
41.69,36097.89201412896,0,2783,16,0,6,0
50.89,57386.14316427945,0,1601,16,0,2,0
263.9,32824.377943667525,1,2713,10,0,8,0
86.75,66160.16087795423,1,1871,11,0,8,0
294.54,73690.14048342485,2,50,2,1,7,1
394.44,102592.71056560297,0,2701,8,0,1,0
536.04,58536.53714762044,3,2665,20,0,1,1
526.1,35287.430851523255,0,844,9,0,5,0
275.02,84576.61644462451,0,2602,20,0,9,0
1325.8,63555.19289392838,0,555,16,0,8,0
367.37,70063.45329969052,0,2992,15,0,1,0
342.79,92597.67468358822,0,693,8,0,12,0
153.68,104819.52576961511,0,2243,22,0,7,0
48.17,82248.40630400047,1,3541,12,0,5,0
411.58,57815.0787302289,0,2488,10,0,11,0
315.93,73368.11009422812,1,358,8,0,4,0
1770.87,54946.15148971244,0,1864,8,0,2,0
182.97,86282.81785493984,1,610,22,0,12,0
100.05,32260.096719766494,1,1434,14,0,12,0
84.9,72415.877649453,2,3562,18,0,4,0
94.1,41284.01187638407,0,1486,11,0,7,0
135.16,89139.09342857603,1,3594,15,0,1,0
66.09,81548.8439486761,2,1481,15,1,8,1
190.98,66663.0260691024,0,2029,7,0,8,0
187.87,40670.674500479174,2,2619,15,0,12,1
267.72,55197.35506547571,0,464,9,0,6,0
132.47,47829.09730440043,4,3543,19,0,12,1
151.08,71264.23933148106,0,2115,11,0,7,0
406.14,47628.479671674606,1,152,10,0,4,0
389.59,76360.36566768837,0,1520,9,0,11,0
253.84,99520.65567796995,0,2016,12,0,1,0
828.27,59954.35225635102,0,695,8,0,1,0
122.64,41019.024843752384,1,367,7,0,8,0
145.65,94293.21476856899,1,426,19,0,12,0
8822.93,60120.75004377787,5,43,1,1,1,1
12713.8,49890.683418630135,4,1,1,1,10,1
89.21,100412.52421793708,0,491,9,0,1,0
125.98,73087.59737888006,2,1345,18,0,3,0
125.37,39327.81898040592,1,293,22,0,5,0
175.41,73835.97009130042,0,1062,7,0,2,0
327.13,11240.311585739175,0,301,10,0,3,0
240.16,20031.995894309883,2,857,6,0,2,1
1003.94,63135.45586817502,0,2230,21,0,1,0
201.0,86565.81384246943,0,401,22,0,3,0
333.47,129909.90940134243,1,817,13,0,4,0
647.94,85209.05661319422,0,941,20,0,4,0
583.31,78933.30432689816,0,1640,16,0,11,0
42.48,10000.0,1,2250,14,0,3,0
42.74,75619.37716157215,0,1604,15,0,12,0
130.77,78275.26077254991,0,1656,12,0,8,0
298.35,69251.56569193817,0,1532,18,0,6,0
281.39,78151.34636218456,2,3018,20,0,10,1
551.85,34474.06509240951,5,40,5,1,6,1
250.13,103645.30171116893,1,1932,16,0,5,0
167.74,50984.81131540457,1,2828,10,0,8,0
164.49,109949.69093961106,2,2667,16,0,5,1
361.83,66074.07354140344,2,1961,9,0,12,1
287.84,62962.426087048305,0,2542,10,0,5,0
440.39,57556.94354354609,0,3246,14,0,9,0
486.81,108212.98542894065,0,3100,19,0,5,0
110.63,112538.51462656331,0,3221,21,0,12,0
292.36,64111.553610672934,0,158,7,0,12,0
370.76,77186.12829461823,0,2200,7,0,9,0
2130.4,62332.722289050864,2,17,0,0,12,1
966.99,79936.60730178675,1,774,8,0,2,0
221.11,58695.731597022306,0,1755,19,0,10,0
100.11,81309.77319784384,0,1031,20,0,9,0
438.56,56937.07866326736,0,3424,11,0,9,0
7.64,66088.69958228117,2,601,21,0,10,0
431.61,96836.90519328583,0,379,14,0,1,0
138.06,76954.77391671238,0,2585,17,0,3,0
175.24,77556.21139116585,0,1667,22,0,3,0
97.33,52001.72200510635,0,3187,15,0,4,0
329.81,43446.34930554927,0,3508,11,0,9,0
47.99,75070.76523735735,0,1732,18,0,5,1
92.64,73023.13681709486,0,425,18,0,1,0
458.11,121524.41893934069,1,1882,13,0,6,0
96.74,62069.08234332858,0,2754,11,0,5,0
116.63,85919.36354733782,0,982,15,1,3,0
150.91,93886.53325470228,1,219,12,0,2,0
34.51,52851.330175943134,1,916,19,0,2,0
133.44,61766.34837414494,0,3569,18,0,6,0
208.43,83535.42969798337,0,2999,17,0,11,0
282.57,65083.13724496841,1,789,20,0,2,0
93.63,92746.64681274729,2,3636,22,0,8,0
62.06,28127.07750296344,0,3072,18,0,3,0
218.4,54373.283399248845,1,675,6,0,7,0
1390.51,61327.31713530048,3,0,0,1,10,1
178.23,87602.21543612829,0,1784,16,0,1,0
347.57,112212.89782683208,2,740,18,0,12,1
281.58,47548.787606001,0,2419,11,0,9,0
348.06,28886.73388076386,0,3517,8,0,10,0
548.92,98405.23798586905,1,2476,19,0,3,0
222.32,62777.26561593611,0,1265,13,0,12,0
258.27,50132.31984970058,2,52,5,1,11,1
54.12,108454.02237893346,1,2042,16,0,6,0
655.37,48930.0153846787,1,2114,8,0,4,0
1575.83,28996.22383427358,2,479,8,0,3,1
157.81,62063.696794493306,0,3149,17,0,4,0
598.36,54957.391362989016,0,1123,15,0,7,0
75.12,69495.30329058932,0,1091,19,0,1,0
719.05,83927.10789173695,1,1522,16,0,9,0
74.23,67359.58038090778,0,2480,15,0,10,0
29.64,70450.28898513748,0,1212,13,0,4,0
211.49,75497.26276194761,0,1250,14,0,1,0
469.5,72927.49101072295,1,3350,8,0,6,0
125.21,42530.090712530815,1,999,6,0,1,0
278.4,58168.95926534331,1,3054,16,0,11,0
568.61,57014.14751660923,0,3483,12,0,9,0
87.85,89495.60919614098,0,285,17,0,2,0
223.9,86176.5773999842,1,1750,12,0,11,0
123.56,81650.57830025438,1,2176,13,0,5,0
2447.9,53281.50401926847,1,988,7,0,5,0
69.75,78553.83898900078,0,965,19,1,6,0
172.16,86981.10484435066,0,3310,15,0,11,0
341.31,28449.042989159978,0,1007,8,0,9,0
619.63,81525.86988221674,0,2626,20,0,12,0
156.3,36821.39375927003,0,731,6,0,9,0
86.5,26361.000830152567,1,3106,6,0,10,0
255.25,49248.18524080835,0,3106,20,0,11,0
316.11,80125.78746404753,1,3636,22,0,10,0
1722.44,104549.51188735753,0,3602,22,0,12,0
138.54,32906.32169352238,0,2606,12,0,8,0
190.55,67169.06029912275,0,3247,16,0,7,0
143.78,72043.55558281578,0,625,10,0,12,0
544.61,69522.43357365513,0,2038,14,0,4,0
95.14,64900.91495938615,1,2564,16,1,11,1
820.06,77230.95291214256,0,115,7,0,12,0
10606.75,80938.75228070986,8,25,1,1,9,1
372.8,87841.63430460203,0,856,20,0,9,0
89.83,73545.96560365922,0,475,11,0,8,0
60.58,31286.307985400337,0,3629,8,0,2,0
65.77,108355.22316964298,1,3544,9,0,9,0
308.31,54598.89573739377,0,3222,12,0,5,0
327.64,125730.74840680824,0,3096,14,0,2,0
88.79,54628.18203928466,0,1923,19,0,7,0
177.08,82091.74577732022,0,102,9,0,11,0
326.86,69968.88060358095,0,2974,21,0,2,0
74.5,57724.98341612766,1,3194,20,0,1,0
218.64,43987.40510589618,0,1397,13,0,2,0
46.29,87415.97990634703,0,3636,21,0,4,0
198.68,69435.05186340971,1,1910,10,0,4,0
245.7,94044.99438517517,1,1165,19,0,9,0
189.21,64715.06353320102,0,1071,20,0,7,0
259.92,91902.4131005651,0,168,15,0,10,0
126.26,111499.16088123684,0,860,8,0,10,0
263.41,84624.49552783679,2,1558,19,0,3,1
232.76,21256.916722323636,0,3632,7,0,4,0
23.71,72984.98932586884,0,2907,11,0,10,0
341.71,81746.32787714715,0,2951,21,0,8,0
274.14,57905.82988721178,0,2365,19,0,4,0
150.24,61040.56321297615,0,3629,20,0,3,0
525.84,105349.04159617853,0,2688,13,0,12,0
334.46,76246.25912669316,1,299,7,0,12,0
152.08,76955.70953847122,0,912,15,0,5,0
103.94,59268.80760660767,0,1579,8,0,12,0
116.38,39964.81511976672,0,2620,16,0,4,0
3995.22,86284.7810267722,0,2528,7,0,3,0
10498.07,128438.06540873159,2,33,0,1,4,1
701.57,37833.37462780489,0,1004,16,0,7,0
544.03,74269.1622008473,1,2924,13,0,2,0
26.46,51555.11177840766,0,1649,12,0,2,0
114.34,87683.11066718987,0,573,6,0,2,0
105.48,80752.0073150993,0,3315,7,0,4,0
30.67,91609.29827926967,1,1094,7,0,12,0
243.12,89682.94757780558,0,630,16,0,3,0
308.51,90174.02361236366,1,1334,12,0,4,0
109.64,81360.07994672483,0,174,14,0,12,0
87.86,73971.16867963657,0,2318,21,0,6,0
3001.93,95419.624230642,2,1283,14,0,9,1
24620.81,39223.139228780245,6,56,4,1,11,1
16.53,79530.84801568503,0,721,10,0,9,0
247.95,55911.78661819962,0,3169,20,0,4,0
312.15,100391.28570757818,1,1829,7,0,1,0
186.27,51840.73443602126,1,1350,11,0,1,0
56.97,101583.20465224786,1,1466,14,0,4,0
91.84,60917.68903516509,1,201,10,0,12,0
87.06,93423.43095851924,1,3297,7,0,9,0
8867.31,62346.14017110285,7,30,5,1,4,1
179.96,59563.58725411196,0,756,15,0,9,0
336.32,44418.080454698356,2,801,17,0,6,1
92.56,65667.8324894625,0,1994,13,0,7,0
91.18,83762.39727957193,1,629,17,0,2,0
160.56,10000.0,0,3112,7,0,7,0
438.06,105405.63270307507,2,228,8,0,3,1
280.81,112425.90609834122,0,2979,17,0,4,0
168.12,49089.88943219752,0,1701,7,0,1,0
135.15,13442.125922768115,1,306,7,0,12,0
208.35,46491.66919341369,0,2797,17,0,12,0
150.59,32205.72992150484,2,1344,20,0,3,1
166.17,68795.52472249178,0,2784,12,0,2,0
193.48,42474.7432436325,0,2411,19,0,3,0
28.89,84349.33007583494,1,3362,7,0,9,0
500.03,51444.92911035591,1,2772,7,0,4,0
1147.57,35559.542040628396,1,919,22,0,12,0
186.06,71089.38044582977,0,3069,11,0,10,0
394.64,56230.86171507096,2,2117,13,0,6,1
1632.78,105948.72942541481,0,176,19,0,1,0
154.78,72283.9384344988,0,2335,7,0,3,0
68.37,94012.58579812454,1,125,22,0,9,0
177.59,66137.79056181693,0,2696,19,0,3,0
9.19,46709.21230903405,0,867,8,0,6,0
352.55,62344.28285353302,0,739,7,0,7,0
219.95,50955.73442829221,3,1964,20,0,9,1
108.48,66730.97064166742,0,2736,6,0,11,0
205.91,42079.81102835164,2,598,22,0,2,1
88.93,75969.51549422868,2,3027,16,0,8,0
